"","age","cg00532451","cg00311303","cg12209313","cg22942751","cg20630560","cg27264894","cg21543434","cg22370694","cg03981727","cg00251125","cg26037170","cg04140596","cg21683105","cg18159850","cg04843660","cg01816880","cg25622855","cg17745433","cg23630430","cg07600278","cg02268584","cg19746567","cg00901843","cg07382039","cg01765600","cg09853570","cg13107669","cg18494421","cg07922933","cg20775370","cg27394460","cg14661383","cg18857768","cg15618533","cg22850968","cg26940100","cg10770726","cg08621574","cg02281446","cg18329175","cg18261877","cg08794084","cg17602777","cg26273958","cg01084386","cg25222493","cg03054277","cg04850211","cg06190406","cg19401519","cg18477163","cg04924099","cg07198402","cg06637001","cg08262088","cg04193160","cg09636459","cg05794117","cg05844789","cg19789505","cg05706189","cg11852843","cg21407117","cg09411356","cg23644589"
"GSM989860",74,0.987826,0.8825741,0.9193071,0.8761605,0.7332755,0.8733432,0.8317556,0.3100843,0.9948593,0.4099772,0.9934995,0.7977854,0.6175576,0,0.7864369,0.8491554,0.6159287,0.9481732,0.8664162,0.8190972,0.8876569,0.9105255,0.7917841,0.5664769,0.704914,0.9287934,0.8337131,0.85125,0.7877846,0.8759518,0.7774656,0.05546663,0.8748643,0.9175037,0.9816936,0.7208495,0.8719222,0.8253588,0.9906805,0.538069,0.8583478,0.8399271,0.8238482,0.977602,0.06978776,0.9159957,0.8768803,0.5857667,0.8945324,0.7854505,0.1989323,0.8090392,0.8022701,0.01680174,0.877232,0.4677333,0.8245245,0.8842962,0.5840642,0.8233069,0.979152,0.7999687,0.7722284,0.7170084,0.9172398
"GSM989861",79,0.990347,0.8987591,0.9269858,0.8824832,0.5973437,0.8844175,0.8603846,0.207586,0.9898704,0.3384026,0.9957435,0.7816124,0.7069635,0,0.7736601,0.8261482,0.6356327,0.9589317,0.8458676,0.8545597,0.8896919,0.9118148,0.8059589,0.8315582,0.7156761,0.9236413,0.8419545,0.8885869,0.7813367,0.8633163,0.7892426,0.04204332,0.8797281,0.9233168,0.9882146,0.6448917,0.8864821,0.8197554,0.99532,0.4057068,0.8494303,0.8454811,0.8185492,0.9872684,0.0718137,0.9208543,0.8548027,0.4622017,0.9084055,0.7965689,0.2643244,0.8444028,0.703176,0.02222762,0.8839981,0.403147,0.7901515,0.7062947,0.4840263,0.8253375,0.9564781,0.831484,0.7800375,0.6207446,0.9455311
"GSM989862",54,0.991326,0.8702928,0.9179481,0.8766491,0.7010301,0.8880568,0.8625699,0.3265258,0.9923874,0.4594325,0.9923232,0.8020712,0.8590671,0.00319431,0.7781261,0.7894765,0.6389589,0.9548244,0.80536,0.8454732,0.9061463,0.9077691,0.770007,0.7782981,0.6520548,0.9154795,0.7957582,0.8743888,0.7621912,0.865239,0.6862797,0.05329188,0.8653441,0.9068441,0.9839009,0.8191267,0.8931481,0.8194438,0.9914573,0.5037791,0.8480716,0.8236033,0.8255752,0.9842631,0.05488367,0.9113481,0.8728127,0.517323,0.8897693,0.7746,0.423249,0.8139303,0.8565481,0.00975488,0.8757901,0.4841396,0.7991071,0.8755321,0.4949297,0.8229919,0.9594006,0.8033966,0.7418134,0.7862442,0.9289206
"GSM989863",101,0.9967031,0.882412,0.9286848,0.8583127,0.6928896,0.8827701,0.8614542,0.4267768,0.9947228,0.4342909,0.9968733,0.7824762,0.8047287,0.001639065,0.7651846,0.7994363,0.6167098,0.945555,0.8226181,0.8392292,0.8787624,0.9264417,0.7707248,0.7803873,0.6990176,0.9282784,0.8052956,0.8811008,0.7744354,0.863155,0.7577149,0.03748331,0.8726571,0.9046838,0.9869079,0.8445213,0.863847,0.8112501,0.9898404,0.4713374,0.8289652,0.8368285,0.8201429,0.9878887,0.05412856,0.9306712,0.6461684,0.4023899,0.8977748,0.7798611,0.2982198,0.8124965,0.8072504,0.01631766,0.8907944,0.4075957,0.7903959,0.824486,0.4385714,0.7430302,0.9490979,0.8129975,0.7782574,0.8120457,0.915668
"GSM989864",79,0.996691,0.8886687,0.9326754,0.8664017,0.6993841,0.8835539,0.8585734,0.3319183,0.9948141,0.435127,0.9937474,0.7900732,0.8028243,0.00203174038,0.7922565,0.8095099,0.6311073,0.9399572,0.8006493,0.8240622,0.8676614,0.929426,0.7755772,0.7788451,0.7258879,0.925749,0.8013889,0.8736342,0.7455798,0.8791322,0.727214,0.04637486,0.8693306,0.9100831,0.9868203,0.8288754,0.8997682,0.832772,0.9961367,0.5053468,0.868153,0.8164174,0.8223814,0.9758435,0.05811455,0.9229333,0.8244311,0.5266693,0.9066779,0.7845474,0.3962408,0.8141957,0.8466501,0.01714082,0.898342,0.4414411,0.7864133,0.8344936,0.521277,0.8222229,0.9638991,0.798205,0.7472214,0.7859744,0.9396644
"GSM989865",84,0.9931707,0.8886699,0.9242121,0.8550863,0.7559032,0.8737236,0.8699845,0.3689839,0.98542,0.402962,0.9902312,0.759518,0.8326543,0,0.7882499,0.7801389,0.6425914,0.959605,0.7794024,0.8257834,0.8834179,0.910088,0.798599,0.7433973,0.6612617,0.9266663,0.7769878,0.8889443,0.6555371,0.8474745,0.7032167,0.03096488,0.8605942,0.8921536,0.9947515,0.8454361,0.8943446,0.7904649,0.996534,0.5402419,0.8451334,0.8007891,0.8157901,0.9806701,0.05965493,0.9240602,0.9662573,0.5375526,0.9144987,0.7713513,0.4067932,0.812775,0.8675709,0.01273169,0.8940442,0.6252158,0.7611355,0.8943583,0.5248519,0.7983082,0.9652567,0.7749362,0.7094974,0.839041,0.9101561
"GSM989866",85,0.9935398,0.905462,0.9280431,0.8844551,0.69834778,0.87876,0.8524019,0.353105,0.9926927,0.3865055,0.9942718,0.7995835,0.887292,0.003585459,0.7880847,0.7929872,0.6483262,0.9756235,0.7794075,0.8546239,0.888195,0.9133291,0.8013929,0.7993045,0.7334343,0.9197938,0.8199623,0.9110352,0.7123646,0.8559484,0.7563861,0.03429623,0.8829497,0.9078541,0.9842823,0.8239165,0.8745894,0.8236893,0.9927166,0.5444663,0.8780772,0.8229662,0.8293692,0.9942015,0.05872145,0.9163166,0.9295198,0.5123708,0.9059974,0.8058311,0.4317316,0.8104002,0.8697684,0.02026891,0.9126416,0.510524,0.7888564,0.9130237,0.5259895,0.8493694,0.9833089,0.8213267,0.7556707,0.8570461,0.922887
"GSM989867",87,0.9911114,0.8843288,0.915859,0.8539433,0.6547562,0.8686468,0.8551285,0.3153583,0.9943348,0.4207376,0.9944151,0.8091524,0.8181189,0.003169297,0.7827169,0.7929696,0.6162849,0.9642714,0.8088567,0.8515704,0.8638087,0.9173299,0.7704534,0.7499912,0.6962956,0.9230463,0.7920828,0.8875586,0.7882293,0.8608392,0.7015921,0.05705388,0.872618,0.9062606,0.9858479,0.7427292,0.8678227,0.8168018,0.9928022,0.4861834,0.8583662,0.808101,0.8297275,0.9817299,0.0528206,0.9216436,0.8974087,0.5961445,0.8851696,0.7720287,0.4016448,0.8060284,0.8261933,0.01601961,0.8847806,0.4964873,0.7800899,0.8316382,0.5372048,0.8228959,0.9487119,0.8256544,0.7665954,0.7743688,0.9131425
"GSM989868",74,0.9897237,0.8802865,0.9184202,0.8550367,0.6792608,0.8581206,0.871525,0.3734107,0.9882241,0.4269196,0.9928936,0.814611,0.7875983,0,0.7838563,0.7869995,0.6123521,0.9477218,0.7961687,0.8188865,0.8624281,0.8941705,0.7762953,0.7625676,0.6635152,0.9267191,0.7854783,0.8658655,0.7226283,0.8748022,0.6873213,0.05049782,0.8568971,0.9100565,0.9802825,0.8393499,0.8738818,0.8134629,0.9931496,0.494559,0.8732021,0.832601,0.816416,0.9809216,0.06162868,0.919588,0.8877043,0.467435,0.9021869,0.765157,0.3980877,0.8050539,0.8366596,0.01630024,0.8883393,0.4988596,0.7778758,0.8667772,0.4655938,0.7998396,0.9541684,0.7988399,0.764932,0.7805226,0.9268928
"GSM989869",77,0.9898861,0.8839642,0.9297456,0.8622989,0.6341254,0.8429403,0.8392137,0.3130611,0.9882091,0.3201636,0.9929199,0.8090222,0.868079,0.004241287,0.7793383,0.809805,0.6164261,0.9682232,0.7975023,0.8452479,0.8065777,0.9170417,0.762325,0.7702667,0.6698751,0.8974396,0.7854952,0.8783638,0.7448215,0.8549877,0.7786296,0.04148705,0.8558397,0.9100099,0.9899856,0.8648308,0.8592163,0.8226987,0.9913456,0.51091,0.8761581,0.8275045,0.8204616,0.9777859,0.05227063,0.9148851,0.8664907,0.5688897,0.8785502,0.7808688,0.358513,0.7929178,0.8489311,0.01486675,0.8692484,0.4376241,0.7680279,0.811529,0.5202445,0.6826133,0.9646233,0.8015125,0.748406,0.8003984,0.9044024
"GSM989870",73,0.9925151,0.8802257,0.9168412,0.8729104,0.7519294,0.8818962,0.863902,0.4470065,0.9903314,0.492843,0.9949507,0.7873937,0.9045841,0.0008377069,0.7944919,0.8193113,0.6411399,0.9536616,0.8145182,0.8570582,0.8945822,0.9238657,0.7822028,0.8403849,0.7036002,0.9222219,0.808856,0.8827049,0.7672221,0.8464227,0.7818558,0.04947141,0.8886582,0.9385556,0.9887589,0.8215608,0.8891277,0.8049243,0.9924557,0.6190261,0.8673285,0.841441,0.826232,0.9881781,0.05551737,0.9317181,0.9299893,0.7201895,0.9000593,0.7657995,0.3342486,0.8102787,0.878682,0.009262427,0.8839873,0.571418,0.7994719,0.9347412,0.6572939,0.8321823,0.971844,0.8265393,0.7621666,0.8265854,0.9032137
"GSM989871",87,0.9940702,0.8619987,0.915309,0.8684399,0.6832888,0.8614404,0.8456478,0.3404988,0.9759478,0.371305,0.9932193,0.799497,0.890259,0.001331506,0.779836,0.7967237,0.6265056,0.9482642,0.778107,0.8299948,0.8899894,0.9026678,0.7946923,0.8153469,0.6890061,0.9463037,0.8086436,0.8751717,0.7196244,0.8548668,0.7279925,0.04554258,0.8798329,0.8944807,0.9920742,0.8157876,0.8875816,0.7826014,0.996217,0.4955617,0.8553815,0.8155888,0.8246195,0.9834895,0.05467966,0.9207258,0.9354167,0.5962362,0.880858,0.790264,0.6598321,0.7879401,0.8458433,0.02326393,0.8865067,0.5975575,0.7685571,0.8760235,0.5832002,0.8231738,0.9619304,0.8011475,0.7532164,0.7924672,0.9211804
"GSM989872",85,0.9884406,0.8837236,0.907608,0.8602794,0.6861275,0.8920916,0.8810296,0.336144,0.9867913,0.4197982,0.9975305,0.770486,0.8641508,0.005292803,0.7934104,0.8074681,0.6281156,0.9493276,0.8308191,0.8007295,0.9041396,0.9110064,0.7997432,0.7487867,0.6981907,0.9322162,0.803606,0.8829034,0.7432866,0.8752791,0.6188558,0.03568485,0.8832936,0.9351477,0.9918827,0.7979007,0.8811156,0.8057246,0.9967044,0.4700372,0.9078428,0.8228638,0.8336962,0.9823015,0.04394148,0.9292935,0.9508542,0.471543,0.8908561,0.7634203,0.6023948,0.8036998,0.8462692,0.0104144,0.9102542,0.5003527,0.7775498,0.8601099,0.5000336,0.7788367,0.9748858,0.7932671,0.7615871,0.7478133,0.9347312
"GSM989873",88,0.9901179,0.8756395,0.915727,0.8487548,0.6753616,0.8723475,0.8517064,0.3371966,0.9903396,0.416509,0.9953892,0.7605134,0.8566887,0.001641824,0.7697865,0.7812691,0.6365292,0.9300633,0.7648207,0.8340411,0.8466377,0.9084889,0.7454292,0.7754986,0.6617311,0.9253496,0.8076452,0.8585318,0.6767926,0.8524146,0.7066263,0.05102722,0.8648592,0.8877676,0.9871513,0.7856509,0.8633293,0.7950515,0.9911241,0.421235,0.8585423,0.7987769,0.8118882,0.9821933,0.06122465,0.9060085,0.8551099,0.4966224,0.9133011,0.7562047,0.5602474,0.8146459,0.7786145,0.004344305,0.8920232,0.4495702,0.7571115,0.7757156,0.4944285,0.7107798,0.9444266,0.750111,0.6585046,0.7689794,0.9299878
"GSM989874",66,0.993228,0.8886993,0.9070124,0.8552703,0.6258697,0.8621811,0.8395945,0.2917359,0.9806836,0.4262041,0.9902984,0.8056884,0.8243951,0.002920686,0.7765366,0.7877242,0.6073315,0.9530877,0.8149672,0.8625847,0.8475617,0.9232935,0.7715719,0.7604644,0.6576199,0.9097459,0.8175392,0.8637945,0.7397682,0.8575637,0.6744791,0.05047536,0.8338565,0.9006363,0.9853081,0.7724505,0.8575686,0.8076241,0.9945413,0.4580857,0.8534457,0.7995313,0.8145243,0.9733253,0.06124359,0.9011514,0.8086781,0.6038799,0.8888028,0.7467403,0.4183722,0.7996091,0.8071982,0.01128327,0.873795,0.4634441,0.7870905,0.7960358,0.5473685,0.7865121,0.9512706,0.7896041,0.7286173,0.7329291,0.9098724
"GSM989875",78,0.9866571,0.8797582,0.9108921,0.864486,0.6299112,0.8630765,0.8424104,0.2820714,0.9772193,0.4261579,0.9948056,0.7696297,0.8431941,0.001733226,0.7678202,0.7833809,0.6518885,0.9272123,0.761354,0.806979,0.8494471,0.8414568,0.7378352,0.7972479,0.6629695,0.898504,0.7702503,0.8549258,0.6852207,0.8489347,0.686366,0.03923686,0.8650539,0.8754291,0.9858034,0.784614,0.873261,0.8116253,0.9915968,0.5255982,0.847729,0.8176963,0.802048,0.9938543,0.06212463,0.9229678,0.7581407,0.573965,0.8935213,0.7456288,0.4855258,0.8204345,0.8425864,0.009291714,0.8809685,0.4185204,0.7863244,0.8554724,0.5217425,0.7849871,0.952954,0.766673,0.7016492,0.7154089,0.9256343
"GSM989876",53,0.9904694,0.8763772,0.9181666,0.8345553,0.687625,0.8723854,0.8638453,0.3105498,0.9853847,0.4302307,0.9936754,0.7713763,0.7875131,0.004249016,0.7626545,0.7491598,0.6318181,0.9387813,0.7737051,0.8135127,0.862412,0.884145,0.7571701,0.7268752,0.6605623,0.9079997,0.7933175,0.8948666,0.6630054,0.8480972,0.6657321,0.0378274,0.8591307,0.9073851,0.9876043,0.7378568,0.8649502,0.779819,0.990069,0.5046803,0.8533775,0.7808265,0.7889062,0.9889511,0.04890272,0.9205695,0.8094398,0.5406878,0.9111752,0.7712326,0.4597345,0.8073066,0.8209756,0.01371407,0.8679497,0.4774732,0.8019084,0.8294627,0.5089269,0.8050697,0.9705401,0.7640024,0.6971954,0.7307197,0.9093059
"GSM989877",76,0.9904252,0.8837447,0.9081667,0.8734969,0.748714,0.8718989,0.8467158,0.3730104,0.9896315,0.4646491,0.9967378,0.8228324,0.8771875,0.003425231,0.776999,0.8232096,0.64122,0.9570469,0.808001,0.856701,0.8820736,0.9143625,0.803376,0.8009709,0.7313207,0.9080399,0.8313043,0.8671831,0.792454,0.8746719,0.6416998,0.03998323,0.8700965,0.9400938,0.9827736,0.8954314,0.8664796,0.8387488,0.9848511,0.5518818,0.8678764,0.8392442,0.8163865,0.9925412,0.06187352,0.9195282,0.9365155,0.4976332,0.911234,0.772842,0.3957458,0.8000144,0.8570099,0.01716469,0.8986167,0.5826409,0.8125229,0.8538437,0.5131547,0.8225438,0.9705203,0.8101349,0.775982,0.8635848,0.9112718
"GSM989878",67,0.9905383,0.8784498,0.9179267,0.899843,0.7046997,0.8732899,0.8595995,0.3819382,0.9837874,0.4365017,0.9904877,0.7960836,0.875587,0.0002117685,0.7880937,0.816908,0.6570497,0.9746137,0.840447,0.8462729,0.8729604,0.9156826,0.7934245,0.7936782,0.7199784,0.9136242,0.8375932,0.8846573,0.7775291,0.8828011,0.7872193,0.03418148,0.8654488,0.9297395,0.9868786,0.8528314,0.8934435,0.8432077,0.9864369,0.5318219,0.8704059,0.8251789,0.835273,0.9917207,0.06319317,0.9220319,0.8586825,0.5864846,0.9039428,0.7836161,0.4297499,0.8216435,0.8484395,0.009770994,0.8883414,0.4586233,0.7844586,0.8611927,0.5339655,0.7987126,0.9707226,0.8217408,0.7778582,0.7282205,0.9167637
"GSM989879",73,0.9926274,0.8779931,0.9279816,0.8632101,0.7157604,0.8744361,0.8617852,0.3832177,0.983758,0.3433274,0.9939155,0.7687178,0.7536379,0.003166201,0.7820618,0.807213,0.6465142,0.9243563,0.8242045,0.8190612,0.8634588,0.8342234,0.7064739,0.7057272,0.6526812,0.93472,0.8053979,0.8684927,0.6467283,0.8524569,0.5761607,0.05024623,0.8714346,0.8236898,0.983347,0.7780156,0.9057075,0.8127719,0.9895412,0.4597038,0.8665738,0.8259887,0.8291409,0.9840949,0.07063499,0.913623,0.8678318,0.4627697,0.892992,0.7798961,0.6458943,0.8337202,0.7776078,0.01008301,0.8711701,0.4021905,0.8080295,0.8692743,0.4502105,0.7993652,0.9484081,0.7810658,0.7535068,0.8210341,0.9125463
"GSM989880",54,0.9915959,0.8792772,0.9026763,0.8567293,0.6273777,0.8373338,0.8139649,0.2867491,0.9876546,0.4062157,0.9913209,0.7804551,0.8569072,0.004159569,0.7515117,0.7834358,0.6235663,0.9472826,0.8115302,0.8372697,0.8814757,0.8896425,0.7728244,0.7677112,0.661772,0.9177845,0.8027191,0.8561923,0.7163371,0.8426253,0.6533899,0.04680391,0.858483,0.8950248,0.9822227,0.7226845,0.870938,0.7867246,0.9963864,0.4755067,0.8539909,0.7717612,0.812376,0.9861597,0.05818657,0.9119701,0.7668145,0.5838452,0.8715975,0.7349079,0.6555184,0.7934167,0.8171002,0.01476341,0.8599872,0.4374794,0.7697566,0.8631298,0.5251375,0.8027107,0.9466029,0.7781498,0.7389311,0.6966481,0.9223784
"GSM989881",73,0.9924781,0.8845916,0.9213367,0.8455762,0.6886201,0.8682341,0.8626598,0.3187373,0.9829692,0.3912444,0.9971802,0.7814978,0.8756101,0,0.7871011,0.7989353,0.6297808,0.9458618,0.7952353,0.8346086,0.8839225,0.9216924,0.7835442,0.8005211,0.6989096,0.9217409,0.8264968,0.8664791,0.7279497,0.8531678,0.7050241,0.04919713,0.871069,0.9130654,0.984553,0.8125657,0.8955094,0.8135573,0.9901533,0.5065308,0.8559699,0.8253577,0.8176516,0.9689743,0.06335066,0.9095955,0.8603846,0.4830394,0.9015953,0.780855,0.612331,0.7655438,0.843788,0.01311176,0.8725709,0.474389,0.7938279,0.8609831,0.4951082,0.7918413,0.9635236,0.8033693,0.7363296,0.7857466,0.9296134
"GSM989882",96,0.987715,0.8554319,0.9101695,0.8622918,0.7414516,0.8570549,0.8247006,0.3400187,0.988147,0.3186682,0.9844218,0.7346285,0.890373,0,0.7559066,0.7786894,0.63539,0.948942,0.7460526,0.8350582,0.8344018,0.9015471,0.7425736,0.804248,0.6621439,0.9169074,0.7655649,0.8802737,0.6461366,0.8560441,0.5087445,0.03401341,0.8609169,0.8768176,0.9844117,0.7854161,0.8661574,0.7612495,0.9884359,0.4879443,0.8436685,0.7993909,0.8265827,0.9738388,0.0554388,0.9074657,0.7733666,0.5605758,0.9107314,0.7583073,0.6147597,0.6283277,0.7939323,0.01094491,0.8566461,0.3858012,0.7861264,0.8213071,0.5680505,0.8031209,0.9711768,0.7378447,0.6875873,0.8253232,0.9160748
"GSM989883",57,0.9915369,0.8757197,0.9294959,0.8639642,0.681892,0.8685324,0.8454925,0.3870726,0.9901325,0.5160444,0.9917431,0.8011845,0.8614063,0,0.7741453,0.8101442,0.6497652,0.9621634,0.8269265,0.8107738,0.877351,0.8905724,0.7850799,0.8029169,0.6913812,0.920965,0.811395,0.8894972,0.7476235,0.8679903,0.6859183,0.03347936,0.8678761,0.9167224,0.9909808,0.7402549,0.8837727,0.8196987,0.9926705,0.5114519,0.8420905,0.829753,0.8391696,0.9884779,0.06276184,0.9223254,0.7207204,0.4051272,0.9111499,0.7789305,0.5404327,0.8034596,0.8245929,0.01911637,0.8925975,0.4730251,0.7893762,0.837853,0.4695104,0.8238605,0.966506,0.8091247,0.754404,0.7597578,0.9034477
"GSM989884",76,0.9924442,0.8911279,0.9237484,0.8661997,0.7173027,0.870484,0.8503827,0.329606,0.9931952,0.416107,0.9955655,0.7754355,0.8364397,0.004787959,0.7865452,0.795674,0.679823,0.9580064,0.7948357,0.8486745,0.8644783,0.9091358,0.773227,0.7778083,0.6812235,0.9274489,0.786253,0.878185,0.6965964,0.8606778,0.7144889,0.03445842,0.8649495,0.9108124,0.9918432,0.8424418,0.8814073,0.8039689,0.9930679,0.5292131,0.8467998,0.8018078,0.8245532,0.993117,0.06727554,0.9176139,0.934465,0.5229501,0.9000245,0.7712246,0.400923,0.7913635,0.8584662,0.01048604,0.8999044,0.4775524,0.7993924,0.9082271,0.5297184,0.8262742,0.9679583,0.7678347,0.7346842,0.8497954,0.9435302
"GSM989885",47,0.987775,0.8807476,0.9114159,0.8537402,0.7229142,0.871822,0.8381961,0.3141242,0.9851962,0.4117444,0.9934754,0.7752922,0.8549049,0.00359015,0.7580598,0.7759414,0.5923587,0.9286931,0.8280115,0.8271193,0.8803005,0.8945011,0.7793128,0.7484804,0.6359835,0.9133634,0.78658267,0.8680387,0.7031221,0.8425191,0.717016,0.05103836,0.859105,0.9051347,0.9862266,0.8441193,0.8777559,0.7956185,0.9824791,0.4866748,0.8519092,0.8228748,0.8258116,0.9803048,0.06274825,0.9009254,0.826365,0.5815414,0.8907223,0.7528962,0.4222478,0.8109045,0.8265408,0.009282708,0.8703941,0.4218996,0.7856429,0.8295836,0.5104107,0.786598,0.9440998,0.7971643,0.7396292,0.8351865,0.9120923
"GSM989886",54,0.9901782,0.8676789,0.9081565,0.8888896,0.6646041,0.8720419,0.8397417,0.311432,0.9826338,0.4237917,0.9936879,0.7685702,0.8328401,0.003244544,0.7666253,0.7495396,0.5873148,0.9458036,0.8463806,0.8356714,0.8595311,0.9121383,0.7704726,0.7719091,0.6492987,0.9299711,0.8012409,0.8616654,0.7309989,0.866838,0.6614804,0.04153076,0.853588,0.8913185,0.9767733,0.7089933,0.8610855,0.7946795,0.9964129,0.4816048,0.8202174,0.7906096,0.8069479,0.9808447,0.04858816,0.9028856,0.7632638,0.4528354,0.8932902,0.7391929,0.6266669,0.7838019,0.8190273,0.00970694,0.8712686,0.4491824,0.7824977,0.8179311,0.4791968,0.7755925,0.9804803,0.7737762,0.7498553,0.720995,0.9230877
"GSM989887",73,0.9914261,0.8642944,0.9062032,0.8382562,0.7233783,0.8593146,0.8318485,0.3020353,0.9884688,0.403663,0.9893156,0.7309466,0.8276973,0,0.7310048,0.748281,0.5984488,0.9379241,0.7621917,0.7848744,0.8619724,0.7977793,0.7273822,0.7765731,0.6645038,0.9143141,0.7168028,0.8652819,0.6288094,0.8582287,0.6769407,0.03496099,0.8307554,0.8328112,0.9848703,0.7970326,0.8533794,0.7670679,0.9931343,0.4701757,0.8473085,0.8062392,0.794018,0.9853487,0.06314729,0.9193771,0.6815135,0.4987962,0.8987234,0.7486364,0.3352821,0.7755442,0.8216383,0.02600314,0.8778103,0.3664596,0.7873546,0.8543338,0.4907473,0.6265686,0.9720224,0.7536548,0.683953,0.8511107,0.8987175
"GSM989888",84,0.9930741,0.8812624,0.9082137,0.8615043,0.703335,0.8652674,0.8411198,0.3558803,0.9914981,0.4150519,0.9957491,0.7618315,0.8611537,0.0002216459,0.7500309,0.7736871,0.6063895,0.9638252,0.7824304,0.8092508,0.869364,0.8991676,0.7530462,0.8142228,0.7041673,0.9028262,0.7674986,0.8691842,0.691726,0.844972,0.7153584,0.02697461,0.8825126,0.9116879,0.9854084,0.8685964,0.8834045,0.7869801,0.9962142,0.4836935,0.8458406,0.8192769,0.8133278,0.9805716,0.04793235,0.9118428,0.8567688,0.6166279,0.908498,0.7720338,0.6035823,0.7983662,0.8340439,0.0137398,0.8837971,0.4932546,0.7635047,0.8562171,0.5467069,0.7950782,0.9518508,0.7750775,0.7099397,0.8050999,0.9071766
"GSM989889",62,0.9887396,0.9257537,0.9587542,0.8876705,0.7670741,0.9146948,0.9057027,0.3310098,0.9966353,0.44472,0.9890577,0.8571677,0.8805923,0.002056164,0.8781003,0.8996091,0.6106712,0.9082626,0.8885561,0.9095718,0.948553,0.9494473,0.8926079,0.8667915,0.532661,0.9712381,0.8797652,0.9408647,0.8487932,0.9222118,0.7970598,0.09386989,0.930048,0.9039801,0.9819607,0.8491585,0.9115744,0.904896,0.9595168,0.5399094,0.9124476,0.9083406,0.8867933,0.9941377,0.02893357,0.9599004,0.9804631,0.7463162,0.9274306,0.9213825,0.5297481,0.8194624,0.8227945,0.008241465,0.9410238,0.5878857,0.9290611,0.8878261,0.6678815,0.8981243,0.9529512,0.8890708,0.8217661,0.8464227,0.9525498
"GSM989890",89,0.9920042,0.8890797,0.917173,0.8640814,0.6724545,0.8736955,0.8305953,0.3297995,0.9945732,0.3112259,0.9906501,0.8249913,0.7279303,0,0.7664571,0.8273171,0.6016884,0.9639201,0.7956216,0.8438059,0.8719672,0.9172185,0.7722524,0.7558554,0.687344,0.919712,0.8345879,0.8928818,0.7933131,0.868134,0.7023011,0.04406993,0.8647192,0.9282653,0.990551,0.8754161,0.8803827,0.8381674,0.9891959,0.4158007,0.8663411,0.8237882,0.8437675,0.9871812,0.04787239,0.9042381,0.9100429,0.50604,0.8971464,0.7952861,0.2878986,0.8274761,0.829405,0.009272061,0.8956033,0.4311694,0.7990283,0.7153274,0.517364,0.7439557,0.9739523,0.8250499,0.7650152,0.7697498,0.9193636
"GSM989891",68,0.992205,0.8749806,0.922892,0.8545074,0.744243,0.8642749,0.855249,0.3486081,0.9915563,0.5057582,0.9859021,0.7606577,0.8967293,0.001240328,0.7772924,0.7946959,0.604973,0.9329225,0.7896954,0.8478409,0.8673787,0.8574592,0.7658817,0.7980903,0.6524785,0.9106527,0.8115612,0.8624568,0.7459313,0.8775303,0.715333,0.05047761,0.8828315,0.8919621,0.982554,0.9122858,0.8728008,0.8124697,0.9860938,0.495345,0.841057,0.8120435,0.7897023,0.9832699,0.04944967,0.915417,0.8374453,0.6066313,0.8966659,0.771469,0.2399084,0.798647,0.8534529,0.01368152,0.8839684,0.3945836,0.7729567,0.8985251,0.5776245,0.8203777,0.9551868,0.8074271,0.7305202,0.8807579,0.9073472
"GSM989892",62,0.9890023,0.8806543,0.9101641,0.8522957,0.6764988,0.8682612,0.8306684,0.339548,0.9804696,0.4489769,0.9943445,0.7796092,0.8432342,0,0.7626499,0.8034616,0.5857338,0.9400706,0.7963528,0.8391321,0.8775643,0.9081149,0.7506019,0.7750381,0.6423826,0.9201295,0.7741494,0.8620331,0.6952042,0.8525746,0.6722121,0.04092124,0.8581805,0.8884976,0.9817324,0.8437798,0.8708481,0.7982538,0.9920117,0.5033024,0.8585604,0.7992326,0.8077071,0.9874274,0.05094518,0.9052635,0.9019514,0.6213595,0.9175997,0.7415833,0.4174322,0.8040636,0.8351623,0.0159122,0.8762429,0.484007,0.7559941,0.8646318,0.5722721,0.764207,0.9530857,0.7876752,0.7309547,0.7859344,0.908737
"GSM989893",79,0.990118,0.875711,0.9068265,0.8468419,0.6929892,0.8645015,0.8463708,0.3186915,0.9955752,0.397004,0.9972721,0.7856246,0.8544228,0.001439473,0.7393936,0.7885156,0.6123213,0.9531268,0.8010368,0.8133966,0.8893465,0.9023799,0.7533247,0.7556192,0.6544518,0.9143192,0.7994282,0.8648932,0.7082601,0.8353088,0.6985359,0.05730305,0.8501824,0.9031354,0.9861107,0.8031341,0.867472,0.8066304,0.9964136,0.5025256,0.8314953,0.8243344,0.8077725,0.9818592,0.05299234,0.9166609,0.9403234,0.5464216,0.8900638,0.7729344,0.434393,0.8046934,0.8456591,0.02200585,0.8840272,0.5192571,0.741412,0.8831755,0.537063,0.7844663,0.9581549,0.7868574,0.7242726,0.7832857,0.9084276
